<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GMKN,D,20060201,000000,2403.0000000,2492.2300000,2362.5000000,2465.1000000,553460
GMKN,D,20060202,000000,2473.1000000,2488.0000000,2439.2400000,2447.0000000,225545
GMKN,D,20060203,000000,2439.2400000,2445.0000000,2371.0200000,2404.7800000,580735
GMKN,D,20060206,000000,2412.0000000,2438.0000000,2402.0100000,2414.0000000,363323
GMKN,D,20060207,000000,2411.0000000,2435.0000000,2390.1100000,2409.0100000,439989
GMKN,D,20060208,000000,2389.0100000,2407.9900000,2351.2000000,2400.5000000,466792
GMKN,D,20060209,000000,2397.0000000,2464.0000000,2397.0000000,2461.0000000,374867
GMKN,D,20060210,000000,2472.0000000,2487.4500000,2440.0000000,2455.5500000,316684
GMKN,D,20060213,000000,2433.0000000,2448.1800000,2407.0000000,2425.0200000,254830
GMKN,D,20060214,000000,2410.0000000,2470.0000000,2404.0000000,2424.0000000,273490
GMKN,D,20060215,000000,2436.5000000,2466.0000000,2400.0100000,2444.5000000,410873
GMKN,D,20060216,000000,2440.0000000,2535.0000000,2431.0000000,2515.5000000,745049
GMKN,D,20060217,000000,2526.9800000,2640.0000000,2518.9500000,2637.0000000,1308080
GMKN,D,20060220,000000,2650.0000000,2684.0000000,2606.0000000,2622.2000000,700299
GMKN,D,20060221,000000,2639.9000000,2655.0000000,2590.0100000,2602.0000000,792435
GMKN,D,20060222,000000,2595.0000000,2668.9000000,2572.0100000,2640.0000000,579292
GMKN,D,20060226,000000,2658.9700000,2702.8000000,2650.0000000,2671.0000000,476195
GMKN,D,20060227,000000,2675.0000000,2697.9700000,2598.0000000,2600.0000000,578711
GMKN,D,20060228,000000,2595.0000000,2639.9900000,2480.0000000,2490.0000000,660474
GMKN,D,20060301,000000,2490.0000000,2520.0000000,2396.0000000,2480.0000000,720176
GMKN,D,20060302,000000,2509.9700000,2525.0000000,2466.0000000,2521.0000000,285745
GMKN,D,20060303,000000,2534.0000000,2562.0000000,2503.0000000,2525.0000000,339512
GMKN,D,20060306,000000,2529.0000000,2540.0000000,2491.0100000,2504.0000000,210869
GMKN,D,20060307,000000,2488.0000000,2489.9000000,2360.0000000,2370.0000000,396849
GMKN,D,20060309,000000,2320.0000000,2363.0000000,2287.0000000,2356.0000000,531051
GMKN,D,20060310,000000,2339.0000000,2390.0000000,2296.0000000,2330.0000000,344882
GMKN,D,20060313,000000,2351.0000000,2424.0000000,2345.0000000,2418.0000000,328673
GMKN,D,20060314,000000,2423.0000000,2448.0000000,2312.2600000,2360.0000000,441250
GMKN,D,20060315,000000,2400.1000000,2407.8300000,2365.1000000,2389.0000000,262645
GMKN,D,20060316,000000,2395.0000000,2424.0000000,2352.9500000,2407.0000000,255877
GMKN,D,20060317,000000,2422.0000000,2525.0000000,2422.0000000,2515.0000000,498271
GMKN,D,20060320,000000,2515.0000000,2539.9900000,2453.0000000,2457.0000000,269701
GMKN,D,20060321,000000,2440.0500000,2487.9000000,2415.0000000,2469.0000000,220373
GMKN,D,20060322,000000,2425.0000000,2489.0000000,2424.9900000,2489.0000000,109209
GMKN,D,20060323,000000,2501.0000000,2529.7900000,2461.0100000,2490.0000000,303296
GMKN,D,20060324,000000,2500.0000000,2539.0000000,2481.0000000,2528.0000000,402543
GMKN,D,20060327,000000,2540.0000000,2589.3000000,2535.0000000,2586.0000000,449306
GMKN,D,20060328,000000,2586.9800000,2614.0000000,2531.1100000,2558.9900000,486103
GMKN,D,20060329,000000,2546.0000000,2558.8000000,2465.6500000,2480.0000000,410890
GMKN,D,20060330,000000,2503.0000000,2624.9000000,2500.0000000,2623.0000000,928618
GMKN,D,20060331,000000,2629.0000000,2655.0000000,2577.0000000,2608.4900000,666893
GMKN,D,20060403,000000,2610.0100000,2638.0000000,2606.1000000,2634.0000000,379470
