<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,D,20050324,000000,662.0500000,678.7200000,662.0500000,678.7000000,17818332
RTSI,D,20050325,000000,678.8000000,686.5400000,678.8000000,686.5400000,8230132
RTSI,D,20050328,000000,685.2100000,685.2100000,678.8900000,680.5200000,6356685
RTSI,D,20050329,000000,681.0200000,681.6300000,674.4800000,674.4800000,8363316
RTSI,D,20050330,000000,674.2800000,674.4600000,664.5900000,665.3300000,18791422
RTSI,D,20050331,000000,665.3800000,669.4200000,665.1200000,669.0700000,6729879
RTSI,D,20050401,000000,669.0600000,680.3800000,669.0600000,680.3800000,7660522
RTSI,D,20050404,000000,680.4300000,690.3200000,680.4300000,688.7400000,21289994
RTSI,D,20050405,000000,687.0100000,691.6400000,685.2600000,691.5200000,9776635
RTSI,D,20050406,000000,696.5200000,708.3400000,696.4100000,708.3400000,33944897
RTSI,D,20050407,000000,708.6200000,715.7600000,708.3900000,710.7500000,28363320
RTSI,D,20050408,000000,710.1500000,719.7400000,709.4000000,719.7400000,10791462
RTSI,D,20050411,000000,719.7400000,719.7400000,695.1500000,701.6100000,29267530
RTSI,D,20050412,000000,701.3900000,703.7100000,696.5300000,698.1800000,19197795
RTSI,D,20050413,000000,697.8000000,708.4100000,697.8000000,705.8400000,20394016
RTSI,D,20050414,000000,705.6400000,705.6400000,690.0400000,692.9200000,32653293
RTSI,D,20050415,000000,687.7700000,689.4600000,685.5600000,688.9000000,12233050
RTSI,D,20050418,000000,687.6900000,687.6900000,671.8900000,674.9600000,14115475
RTSI,D,20050419,000000,674.9100000,677.5400000,673.0500000,673.0500000,9087254
RTSI,D,20050420,000000,675.5300000,679.1800000,675.3200000,675.7500000,10086762
RTSI,D,20050421,000000,675.7900000,681.7400000,675.2300000,681.7400000,10045908
RTSI,D,20050422,000000,683.9100000,688.0200000,683.0400000,686.7200000,16240709
RTSI,D,20050425,000000,687.3000000,692.0200000,687.1200000,687.2400000,7540240
RTSI,D,20050426,000000,687.1700000,687.4700000,685.3800000,685.3800000,13579631
RTSI,D,20050427,000000,685.2200000,685.2200000,675.1100000,675.1100000,12396713
RTSI,D,20050428,000000,675.5300000,676.6900000,669.1800000,669.1800000,15242541
RTSI,D,20050429,000000,669.8200000,671.6100000,669.2400000,670.3600000,13812161
RTSI,D,20050503,000000,670.2500000,670.6700000,667.6500000,669.3600000,7342271
RTSI,D,20050504,000000,669.2000000,671.4300000,669.1300000,669.1300000,12301337
RTSI,D,20050505,000000,669.8700000,675.5400000,669.8700000,671.1200000,7289741
RTSI,D,20050506,000000,671.1100000,671.8300000,670.2800000,670.3300000,9390055
RTSI,D,20050511,000000,669.5700000,669.5900000,662.8400000,662.8400000,5963791
RTSI,D,20050512,000000,662.6900000,662.6900000,648.8000000,648.8000000,14631860
RTSI,D,20050513,000000,648.8100000,650.7000000,638.7300000,639.9000000,16094569
RTSI,D,20050514,000000,640.5100000,642.4800000,640.5000000,642.4800000,1567075
RTSI,D,20050516,000000,641.1500000,641.1500000,633.4100000,633.6900000,9059132
RTSI,D,20050517,000000,632.8600000,637.7100000,631.2000000,637.7100000,9884190
RTSI,D,20050518,000000,637.7600000,647.5000000,637.7600000,647.3800000,11447018
RTSI,D,20050519,000000,647.3800000,648.5100000,647.0800000,647.0800000,5504960
RTSI,D,20050520,000000,647.0100000,647.0100000,645.8600000,646.5000000,2211871
RTSI,D,20050523,000000,646.4400000,646.9500000,645.9400000,646.2200000,2180479
RTSI,D,20050524,000000,646.2700000,669.6600000,646.2700000,669.6500000,20658341
RTSI,D,20050525,000000,669.4900000,671.7700000,669.2400000,669.2400000,15058830
RTSI,D,20050526,000000,669.2400000,671.9600000,667.1800000,670.6500000,13430763
RTSI,D,20050527,000000,671.3300000,674.2500000,671.3300000,671.4000000,7811656
RTSI,D,20050530,000000,671.3200000,671.3200000,666.7900000,666.7900000,7986038
RTSI,D,20050531,000000,666.9500000,674.1900000,665.5700000,674.1900000,23808320
RTSI,D,20050601,000000,673.3700000,673.4000000,665.7000000,667.1300000,20658304
RTSI,D,20050602,000000,667.3000000,676.7500000,667.3000000,676.2800000,24774971
RTSI,D,20050603,000000,676.3800000,677.0500000,674.9900000,676.1700000,20114934
RTSI,D,20050606,000000,675.0500000,676.5600000,675.0500000,676.1800000,14252908
RTSI,D,20050607,000000,676.0900000,677.0200000,671.6500000,673.0300000,15277221
RTSI,D,20050608,000000,673.6400000,673.7100000,671.3400000,671.9100000,22764893
RTSI,D,20050609,000000,671.8900000,674.5500000,671.4900000,673.7200000,15239325
RTSI,D,20050610,000000,673.7200000,676.8000000,673.7200000,676.7800000,19332483
RTSI,D,20050614,000000,676.7700000,685.5600000,676.7700000,685.2300000,32120835
RTSI,D,20050615,000000,685.3100000,685.9700000,681.5100000,681.5100000,23931198
RTSI,D,20050616,000000,682.1700000,684.6800000,679.6000000,679.6000000,23263487
RTSI,D,20050617,000000,679.6200000,685.7200000,679.4000000,685.4100000,17462791
RTSI,D,20050620,000000,685.6800000,690.3000000,685.6800000,690.2300000,9908402
RTSI,D,20050621,000000,690.2100000,690.2100000,686.6200000,690.0400000,17231657
RTSI,D,20050622,000000,690.0400000,695.9400000,688.6900000,695.9400000,25414413
RTSI,D,20050623,000000,696.0400000,702.6700000,695.9400000,702.2800000,27553371
RTSI,D,20050624,000000,701.7800000,702.3600000,698.5500000,701.9800000,25335242
RTSI,D,20050627,000000,701.8900000,701.8900000,698.6100000,700.0000000,20434484
RTSI,D,20050628,000000,700.1900000,700.4100000,695.8600000,698.9300000,15091528
RTSI,D,20050629,000000,698.9600000,699.7900000,696.1700000,698.4000000,10394868
RTSI,D,20050630,000000,698.3000000,707.5100000,698.3000000,706.3800000,35136061
